index,db_id,question,gold_sql,predicted_sql,execution_time,error,exact_result_match,exact_sql_match
219,voter_1,List the area codes in which voters voted both for the contestant 'Tabatha Gehling' and the contestant 'Kelly Clauss'.,SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Tabatha Gehling' INTERSECT SELECT T3.area_code FROM contestants AS T1 JOIN votes AS T2 ON T1.contestant_number  =  T2.contestant_number JOIN area_code_state AS T3 ON T2.state  =  T3.state WHERE T1.contestant_name  =  'Kelly Clauss',"SELECT DISTINCT a.area_code
FROM AREA_CODE_STATE a
JOIN VOTES v1 ON a.state = v1.state
JOIN CONTESTANTS c1 ON v1.contestant_number = c1.contestant_number
JOIN VOTES v2 ON a.state = v2.state
JOIN CONTESTANTS c2 ON v2.contestant_number = c2.contestant_number
WHERE c1.contestant_name = 'Tabatha Gehling'
  AND c2.contestant_name = 'Kelly Clauss'",35.07,,True,False
220,world_1,What are the names of all the countries that became independent after 1950?,SELECT Name FROM country WHERE IndepYear  >  1950,SELECT Name FROM country WHERE IndepYear > 1950,34.27,,True,True
221,world_1,Give the names of the nations that were founded after 1950.,SELECT Name FROM country WHERE IndepYear  >  1950,SELECT Name FROM country WHERE IndepYear > 1950,34.06,,True,True
222,world_1,How many countries have a republic as their form of government?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""","SELECT COUNT(*)
FROM country
WHERE GovernmentForm LIKE '%Republic%'",33.31,,False,False
223,world_1,How many countries have governments that are republics?,"SELECT count(*) FROM country WHERE GovernmentForm  =  ""Republic""","SELECT COUNT(*)
FROM country
WHERE GovernmentForm LIKE '%Republic%'",34.24,,False,False
224,world_1,What language is predominantly spoken in Aruba?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba"" ORDER BY Percentage DESC LIMIT 1","SELECT Language
FROM countrylanguage
WHERE CountryCode = (SELECT Code FROM country WHERE Name = 'Aruba') AND IsOfficial = 'T'",32.53,,False,False
225,world_1,What are the region and population of Angola?,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""","SELECT Region, Population FROM country WHERE Name = 'Angola'",29.6,,False,False
226,world_1,What region does Angola belong to and what is its population?,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""","SELECT Region, Population FROM country WHERE Name = 'Angola'",30.96,,False,False
227,world_1,What is the average life expectancy in African countries that are republics?,"SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""","SELECT AVG(LifeExpectancy)
FROM country
WHERE Continent = 'Africa' AND GovernmentForm = 'Republic'",31.97,,True,False
228,world_1,Give the average life expectancy for countries in Africa which are republics?,"SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""","SELECT AVG(LifeExpectancy)
FROM country
WHERE Continent = 'Africa' AND GovernmentForm = 'Republic'",32.41,,True,False
229,world_1,Give the mean GNP and total population of nations which are considered US territory.,"SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  ""US Territory""","SELECT AVG(GNP), SUM(Population) FROM country WHERE Name LIKE '%US%' OR Name LIKE '%United States%'",31.76,,False,False
230,world_1,What is name of the country that speaks the largest number of languages?,SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,"SELECT country.Name
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Code
ORDER BY COUNT(DISTINCT countrylanguage.Language) DESC
LIMIT 1",31.64,,False,False
231,world_1,Give the name of the nation that uses the greatest amount of languages.,SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,"SELECT country.Name
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Code
ORDER BY COUNT(DISTINCT countrylanguage.Language) DESC
LIMIT 1",33.0,,False,False
232,world_1,Which continent has the most diverse languages?,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,"SELECT country.Continent
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Continent
ORDER BY COUNT(DISTINCT countrylanguage.Language) DESC
LIMIT 1",35.37,,True,False
233,world_1,Which continent speaks the most languages?,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,"SELECT country.Continent
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Continent
ORDER BY COUNT(DISTINCT countrylanguage.Language) DESC
LIMIT 1",34.86,,True,False
234,world_1,What is the number of nations that use English and Dutch?,"SELECT COUNT(*) FROM (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"")","SELECT COUNT(DISTINCT CountryCode)
FROM countrylanguage
WHERE Language IN ('English', 'Dutch')",34.42,,False,False
235,world_1,What are the names of nations speak both English and French?,"SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" INTERSECT SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""French""","SELECT country.Name
FROM country
JOIN countrylanguage AS cl1 ON country.Code = cl1.CountryCode
JOIN countrylanguage AS cl2 ON country.Code = cl2.CountryCode
WHERE cl1.Language = 'English' AND cl2.Language = 'French'",34.57,,True,False
236,world_1,What are the countries where either English or Dutch is the official language ?,"select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  ""english"" and isofficial  =  ""t"" union select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  ""dutch"" and isofficial  =  ""t""","SELECT country.Name
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE countrylanguage.IsOfficial = 'T' AND countrylanguage.Language IN ('English', 'Dutch')",35.23,,False,False
237,world_1,Which countries have either English or Dutch as an official language?,"SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND IsOfficial  =  ""T"" UNION SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"" AND IsOfficial  =  ""T""","SELECT DISTINCT country.Name
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE countrylanguage.IsOfficial = 'T' AND countrylanguage.Language IN ('English', 'Dutch')",35.28,,False,False
238,world_1,Which language is the most popular on the Asian continent?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1","SELECT countrylanguage.Language
FROM countrylanguage
JOIN country ON countrylanguage.CountryCode = country.Code
WHERE country.Continent = 'Asia'
GROUP BY countrylanguage.Language
ORDER BY SUM(countrylanguage.Percentage * country.Population / 100) DESC
LIMIT 1",32.75,,False,False
239,world_1,What is the language that is used by the largest number of Asian nations?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1","SELECT Language
FROM countrylanguage
JOIN country ON countrylanguage.CountryCode = country.Code
WHERE Continent = 'Asia' AND IsOfficial = 'T'
GROUP BY Language
ORDER BY COUNT(DISTINCT country.Code) DESC
LIMIT 1",34.53,,True,False
240,world_1,Which languages are spoken by only one country in republic governments?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1","SELECT cl.Language
FROM countrylanguage cl
JOIN country c ON cl.CountryCode = c.Code
WHERE c.GovernmentForm LIKE '%Republic%'
GROUP BY cl.Language
HAVING COUNT(DISTINCT c.Code) = 1",38.96,,False,False
241,world_1,What languages are only used by a single country with a republic government?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1","SELECT Language
FROM countrylanguage
JOIN country ON countrylanguage.CountryCode = country.Code
WHERE country.GovernmentForm LIKE '%Republic%'
GROUP BY Language
HAVING COUNT(DISTINCT country.Code) = 1",36.06,,False,False
242,world_1,What are the countries that have greater surface area than any country in Europe?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")","SELECT Name
FROM country
WHERE SurfaceArea > (
    SELECT MAX(SurfaceArea)
    FROM country
    WHERE Continent = 'Europe'
)",31.48,,False,False
243,world_1,Which countries have greater area than that of any country in Europe?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")","SELECT Name
FROM country
WHERE SurfaceArea > (
    SELECT MAX(SurfaceArea)
    FROM country
    WHERE Continent = 'Europe'
)",29.8,,False,False
244,world_1,What are the African countries that have a  population less than any country in Asia?,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  ""Asia"")","SELECT country.Name
FROM country
WHERE country.Continent = 'Africa'
  AND country.Population < (
    SELECT MIN(Population)
    FROM country
    WHERE Continent = 'Asia'
  )",35.87,,False,False
245,world_1,What are the Asian countries which have a population larger than that of any country in Africa?,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  ""Africa"")","SELECT country.Name
FROM country
WHERE country.Continent = 'Asia'
  AND country.Population > (
    SELECT MAX(country.Population)
    FROM country
    WHERE country.Continent = 'Africa'
  )",41.34,,False,False
246,world_1,What are the country codes for countries that do not speak English?,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","SELECT DISTINCT country.Code
FROM country
WHERE country.Code NOT IN (
    SELECT CountryCode
    FROM countrylanguage
    WHERE Language = 'English'
)",32.9,,False,False
247,world_1,Return the country codes for countries that do not speak English.,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","SELECT DISTINCT country.Code
FROM country
LEFT JOIN countrylanguage ON country.Code = countrylanguage.CountryCode AND countrylanguage.Language = 'English'
WHERE countrylanguage.Language IS NULL",35.87,,False,False
248,world_1,What are the country codes of countries where people use languages other than English?,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT DISTINCT country.Code
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE countrylanguage.Language != 'English'",35.56,,True,False
249,world_1,Give the country codes for countries in which people speak langauges that are not English.,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""","SELECT DISTINCT country.Code
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE countrylanguage.Language != 'English'",34.77,,True,False
250,world_1,Return the codes of countries that do not speak English and do not have Republics for governments.,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""","SELECT country.Code
FROM country
WHERE country.Code NOT IN (
    SELECT CountryCode
    FROM countrylanguage
    WHERE Language = 'English'
)
AND country.GovernmentForm != 'Republic'",36.5,,True,False
251,world_1,Which cities are in European countries where English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),"SELECT city.Name
FROM city
JOIN country ON city.CountryCode = country.Code
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE country.Continent = 'Europe'
  AND countrylanguage.Language = 'English'
  AND countrylanguage.IsOfficial = 'F'",35.36,,False,False
252,world_1,What are the names of cities in Europe for which English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),"SELECT city.Name
FROM city
JOIN country ON city.CountryCode = country.Code
LEFT JOIN countrylanguage ON country.Code = countrylanguage.CountryCode AND countrylanguage.Language = 'English' AND countrylanguage.IsOfficial = 'T'
WHERE country.Continent = 'Europe' AND countrylanguage.CountryCode IS NULL",39.14,,True,False
253,world_1,Which unique cities are in Asian countries where Chinese is the official language ?,"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""","SELECT DISTINCT city.Name
FROM city
JOIN country ON city.CountryCode = country.Code
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE country.Continent = 'Asia' AND countrylanguage.Language = 'Chinese' AND countrylanguage.IsOfficial = 'T'",36.63,,False,False
254,world_1,Return the different names of cities that are in Asia and for which Chinese is the official language.,"SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia""","SELECT DISTINCT city.Name
FROM city
JOIN country ON city.CountryCode = country.Code
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE country.Continent = 'Asia' AND countrylanguage.Language = 'Chinese' AND countrylanguage.IsOfficial = 'T'",35.06,,True,False
255,world_1,"What are the name, independence year, and surface area of the country with the smallest population?","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",34.3,,False,False
256,world_1,"Give the name, year of independence, and surface area of the country that has the lowest population.","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1","SELECT country.Name, country.IndepYear, country.SurfaceArea FROM country ORDER BY country.Population ASC LIMIT 1",33.16,,False,False
257,world_1,Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages.,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT country.Name, COUNT(countrylanguage.Language)
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Code
HAVING COUNT(countrylanguage.Language) >= 3",36.52,,False,False
258,world_1,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?","SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2","SELECT country.Name, COUNT(countrylanguage.Language)
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
GROUP BY country.Code
HAVING COUNT(countrylanguage.Language) > 2",35.44,,False,False
259,world_1,Find the number of cities in each district whose population is greater than the average population of cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) 
FROM city 
WHERE Population > (SELECT AVG(Population) FROM city) 
GROUP BY District",34.89,,False,False
260,world_1,How many cities in each district have a population that is above the average population across all cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District","SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",34.23,,False,False
261,world_1,Find the government form name and total population for each government form whose average life expectancy is longer than 72.,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT GovernmentForm, SUM(country.Population) 
FROM country 
GROUP BY GovernmentForm 
HAVING AVG(LifeExpectancy) > 72",36.52,,False,False
262,world_1,What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72?,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72","SELECT country.GovernmentForm, SUM(country.Population)
FROM country
GROUP BY country.GovernmentForm
HAVING AVG(country.LifeExpectancy) > 72",36.22,,False,False
263,world_1,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT country.Continent, AVG(country.LifeExpectancy), SUM(country.Population)
FROM country
GROUP BY country.Continent
HAVING AVG(country.LifeExpectancy) < 72",37.36,,False,False
264,world_1,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT Continent, SUM(Population), AVG(LifeExpectancy)
FROM country
GROUP BY Continent
HAVING AVG(LifeExpectancy) < 72",35.43,,False,False
265,world_1,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(country.Population), AVG(country.SurfaceArea) FROM country WHERE country.Continent = 'North America' AND country.SurfaceArea > 3000",32.02,,False,False
266,world_1,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(country.Population), AVG(country.SurfaceArea)
FROM country
WHERE country.Continent = 'North America' AND country.SurfaceArea > 3000",32.56,,False,False
267,world_1,What are the cities whose population is between 160000 and 900000?,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,34.92,,True,True
268,world_1,Return the names of cities that have a population between 160000 and 900000 .,select name from city where population between 160000 and 900000,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,34.12,,True,True
269,world_1,Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,"SELECT Language
FROM countrylanguage
GROUP BY Language
ORDER BY COUNT(DISTINCT CountryCode) DESC
LIMIT 1",31.35,,True,False
270,world_1,Give the language that is spoken in the most countries.,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,"SELECT Language
FROM countrylanguage
GROUP BY Language
ORDER BY COUNT(DISTINCT CountryCode) DESC
LIMIT 1",35.29,,True,False
271,world_1,What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT cl.CountryCode, cl.Language
FROM countrylanguage cl
JOIN (
    SELECT CountryCode, MAX(Percentage) AS MaxPercentage
    FROM countrylanguage
    GROUP BY CountryCode
) max_percent ON cl.CountryCode = max_percent.CountryCode AND cl.Percentage = max_percent.MaxPercentage",38.36,,False,False
272,world_1,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT cl.CountryCode, cl.Language
FROM countrylanguage cl
JOIN (
    SELECT CountryCode, MAX(Percentage) AS MaxPercentage
    FROM countrylanguage
    GROUP BY CountryCode
) max_percent ON cl.CountryCode = max_percent.CountryCode AND cl.Percentage = max_percent.MaxPercentage",59.23,,False,False
273,world_1,What is the total number of countries where Spanish is spoken by the largest percentage of people?,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT COUNT(*)
FROM countrylanguage cl1
WHERE cl1.Language = 'Spanish'
AND cl1.Percentage = (
    SELECT MAX(cl2.Percentage)
    FROM countrylanguage cl2
    WHERE cl2.CountryCode = cl1.CountryCode
)",53.95,,False,False
274,world_1,Count the number of countries for which Spanish is the predominantly spoken language.,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT COUNT(*)
FROM countrylanguage
WHERE Language = 'Spanish' AND IsOfficial = 'T' AND Percentage > 50",55.6,,False,False
275,world_1,What are the codes of countries where Spanish is spoken by the largest percentage of people?,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT CountryCode
FROM countrylanguage
WHERE Language = 'Spanish'
ORDER BY Percentage DESC
LIMIT 1",53.59,,False,False
276,world_1,Return the codes of countries for which Spanish is the predominantly spoken language.,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT CountryCode
FROM countrylanguage
WHERE Language = 'Spanish' AND IsOfficial = 'T' AND Percentage > 50",55.27,,False,False
277,orchestra,What are the record companies of orchestras in descending order of years in which they were founded?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"SELECT orchestra.Record_Company
FROM orchestra
ORDER BY orchestra.Year_of_Founded DESC",57.1,,True,False
278,orchestra,List names of conductors in descending order of years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,54.07,,True,True
279,orchestra,"What are the names of conductors, sorted descending by the number of years they have worked?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC,"SELECT Name
FROM conductor
ORDER BY Year_of_Work DESC",53.95,,True,True
280,orchestra,Show the name of the conductor that has conducted the most number of orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,,55.86,,False,False
281,orchestra,What is the name of the conductor who has conducted the most orchestras?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,"SELECT conductor.Name
FROM conductor
JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID
GROUP BY conductor.Conductor_ID, conductor.Name
ORDER BY COUNT(DISTINCT orchestra.Orchestra_ID) DESC
LIMIT 1",57.75,,False,False
282,orchestra,Please show the record formats of orchestras in ascending order of count.,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC",48.17,,False,False
283,orchestra,"What are the major record formats of orchestras, sorted by their frequency?",SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC",46.62,,False,False
284,orchestra,List the record company shared by the most number of orchestras.,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company
FROM orchestra
GROUP BY Record_Company
ORDER BY COUNT(*) DESC
LIMIT 1",56.64,,True,True
285,orchestra,What is the record company used by the greatest number of orchestras?,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company
FROM orchestra
GROUP BY Record_Company
ORDER BY COUNT(*) DESC
LIMIT 1",55.03,,True,True
286,network_1,What is the grade of each high schooler?,SELECT grade FROM Highschooler,"SELECT ID, name, grade
FROM Highschooler",54.61,,False,False
287,network_1,Which grade has the most high schoolers?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade
FROM Highschooler
GROUP BY grade
ORDER BY COUNT(*) DESC
LIMIT 1",53.44,,True,True
288,network_1,Return the grade that has the greatest number of high schoolers.,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade
FROM Highschooler
GROUP BY grade
ORDER BY COUNT(*) DESC
LIMIT 1",53.1,,True,True
289,network_1,Which grades have 4 or more high schoolers?,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT grade
FROM Highschooler
GROUP BY grade
HAVING COUNT(*) >= 4",54.93,,True,True
290,network_1,Show the names of high school students and their corresponding number of friends.,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id)
FROM Highschooler
JOIN Friend ON Highschooler.ID = Friend.student_id
GROUP BY Highschooler.ID, Highschooler.name",58.69,,True,False
291,network_1,What are the names of the high schoolers and how many friends does each have?,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.friend_id)
FROM Highschooler
JOIN Friend ON Highschooler.ID = Friend.student_id
GROUP BY Highschooler.ID, Highschooler.name",58.16,,True,False
292,network_1,Show ids of all students who do not have any friends.,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,"SELECT ID
FROM Highschooler
WHERE ID NOT IN (
    SELECT student_id
    FROM Friend
    UNION
    SELECT friend_id
    FROM Friend
)",52.65,,False,False
293,network_1,What are the ids of high school students who do not have friends?,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,"SELECT ID
FROM Highschooler
WHERE ID NOT IN (
    SELECT student_id
    FROM Friend
    UNION
    SELECT friend_id
    FROM Friend
)",51.69,,False,False
294,network_1,Show names of all high school students who do not have any friends.,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,"SELECT name
FROM Highschooler
WHERE ID NOT IN (
    SELECT student_id
    FROM Friend
    UNION
    SELECT friend_id
    FROM Friend
)",52.33,,False,False
295,network_1,What are the names of students who have no friends?,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,"SELECT name
FROM Highschooler
WHERE ID NOT IN (
    SELECT student_id FROM Friend
    UNION
    SELECT friend_id FROM Friend
)",52.67,,False,False
